it,ft,bt,km,transmission,ownerNo,owner,model,modelYear,price,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,Ground Clearance Unladen,City
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Mahindra Thar,2021,₹ 16.50 Lakh,999 cc,Petrol,Third Party insurance,30000 Kms,First Owner,TS07,Feb 2017,5 Seats,Manual,2022,15.2 kmpl,1997 CC,150bhp@5000rpm,300Nm,4,Others,mStallion 150 TGDi Engine,1997,300Nm@1250-3000rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1815,,6 Speed,4X4,4,Power,,Disc,Drum,,,"Radial, Tubeless",3,,18,18,,Hyderabad
0,Petrol,Hatchback,"21,000",Manual,1,1st Owner,Tata Altroz,2022,₹ 8.75 Lakh,999 cc,Petrol,Third Party,21000 Kms,First Owner,TS12,Jul 2017,5 Seats,Manual,2022,19.33 kmpl,1199 CC,86.83bhp@6000rpm,113Nm,5,White,1.2 l Revotron,1199,113Nm@3300rpm,3.0,4.0,,,,,No,,3990mm,1755,1523,2501,,,1030,,5-Speed,,5,Electric,5.0,Disc,Drum,,,"Tubeless,Radial",5,345,16,16,,Hyderabad
0,Diesel,SUV,"56,545",Manual,1,1st Owner,Jeep Compass,2018,₹ 16 Lakh,799 cc,Diesel,Comprehensive,56545 Kms,First Owner,AP28,Aug 2011,5 Seats,Manual,2018,17.1 kmpl,1956 CC,170.63bhp@3750rpm,350Nm,5,Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,6 Speed,4X2,5,power,,Disc,Discs,,,"Radial, Tubless",5,408-litres,18,18,,Hyderabad
0,Petrol,Hatchback,"64,000",Manual,1,1st Owner,Volkswagen Polo,2017,₹ 6.75 Lakh,1995 cc,Petrol,Comprehensive,64000 Kms,First Owner,AP12,Sept 2018,5 Seats,Manual,2019,18.78 kmpl,999 CC,75bhp@6200rpm,95Nm,5,Blue,MPI Petrol Engine,999,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5x76.4 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280,15,15,,Hyderabad
0,Petrol,Sedan,"71,413",Manual,2,2nd Owner,Volkswagen Ameo,2018,₹ 5.33 Lakh,998 cc,Petrol,Third Party,71413 Kms,First Owner,TS15,Aug 2018,5 Seats,Manual,2018,19.44 kmpl,999 CC,75bhp@6200rpm,95Nm,5,White,MPI Petrol Engine,999,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4 mm,,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1027Kg,,5 Speed,FWD,5,Power,5.4 meters,Disc,Drum,,,"Tubeless,Radial",4,330-litres,,,,Hyderabad
0,Petrol,Hatchback,"31,920",Manual,2,2nd Owner,Renault KWID,2020,₹ 4.87 Lakh,1197 cc,Petrol,Comprehensive,31920 Kms,First Owner,AP07,2023,5 Seats,Manual,2017,22.3 kmpl,799 CC,53.26bhp@5600rpm,72Nm,5,Red,Petrol Engine,799,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,710,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,,16 Seconds,"Tubeless,Radial",5,279,,,,Hyderabad
0,Diesel,SUV,"46,000",Automatic,1,1st Owner,BMW X1,2019,₹ 33.90 Lakh,1496 cc,Diesel,Comprehensive,46000 Kms,First Owner,TS11,Sept 2022,5 Seats,Automatic,2015,20.68 kmpl,1995 CC,188bhp@4000rpm,400Nm,5,Black,Diesel Engine,1995,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,84 X 90 mm,16.5:1,Yes,No,4439mm,1821mm,1612mm,2670mm,1561mm,1562mm,1550,,8 Speed,FWD,5,Power,5.8 metres,Disc,Disc,222 Kmph,7.8 Seconds,Runflat,5,505-litres,17,17,,Hyderabad
0,Petrol,Hatchback,"9,939",Manual,2,2nd Owner,Maruti S-Presso,2022,₹ 5.26 Lakh,1197 cc,Petrol,Comprehensive,9939 Kms,Third Owner,TS07,2023,5 Seats,Manual,2019,21.7 kmpl,998 CC,65.71bhp@5500rpm,89Nm,5,Red,K10C,998,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,,,"Tubeless, Radial",5,,,,,Hyderabad
0,Petrol,Hatchback,"7,156",Manual,1,1st Owner,Maruti Baleno,2022,₹ 9.26 Lakh,998 cc,Petrol,Third Party,7156 Kms,Second Owner,AP09,Aug 2021,5 Seats,Manual,2016,21.01 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,5,Blue,1.2L VVT Engine,1197,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,,12.36 seconds,"Tubeless,Radial",5,339-litres,R16,R16,,Hyderabad
0,Petrol,Sedan,"20,608",Manual,1,1st Owner,Toyota Yaris,2018,₹ 8.50 Lakh,1197 cc,Petrol,Comprehensive,20608 Kms,First Owner,TS07,Nov 2016,5 Seats,Manual,2013,17.1 kmpl,1496 CC,105.94bhp@6000rpm,140Nm,5,White,1.5 Dual VVT-i Engine,1496,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,,No,No,4425mm,1730mm,1495mm,2550mm,,,1090kg,1580kg,6 Speed,FWD,5,Power,5.1,Disc,Drum,,,"Tubless, Radial",4,476,,,,Hyderabad
0,Petrol,Sedan,"92,000",Manual,2,2nd Owner,Maruti Swift Dzire,2019,₹ 7.25 Lakh,2179 cc,Petrol,Zero Dep,92000 Kms,First Owner,TS07,Jun 2017,5 Seats,Manual,2018,22 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,5,Grey,K Series VVT Engine,1197,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,860Kg,1315Kg,5 Speed,FWD,5,Electric,4.8 metres,Ventilated Disc,Drum,,12.6 Seconds,"Tubeless,Radial",4,378,,,,Hyderabad
0,Petrol,Hatchback,"67,553",Automatic,2,2nd Owner,Maruti Celerio,2018,₹ 5.01 Lakh,1197 cc,Petrol,Comprehensive,67553 Kms,First Owner,TS03,Apr 2022,7 Seats,Automatic,2019,23.1 kmpl,998 CC,67.04bhp@6000rpm,90Nm,5,Red,K10B Engine,998,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,850kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,150 Kmph,15.05 Seconds,"Tubeless, Radial",5,235-litres,,,,Hyderabad
0,Petrol,Sedan,"95,286",Manual,1,1st Owner,Maruti Swift Dzire,2017,₹ 5.77 Lakh,1497 cc,Petrol,Third Party insurance,95286 Kms,First Owner,AP07,Nov 2019,5 Seats,Manual,2019,20.85 kmpl,1197 CC,83.14bhp@6000rpm,115Nm,5,White,K Series VVT Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 71.5 mm,11.0:1,No,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,945kg,1415kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,158 Kmph,12.6 Seconds,"Tubeless,Radial",4,320-liters,,,,Hyderabad
0,Diesel,SUV,"66,000",Manual,1,1st Owner,Mahindra XUV500,2015,₹ 8.95 Lakh,1248 cc,Diesel,Third Party insurance,66000 Kms,First Owner,AP10,Jan 2021,7 Seats,Manual,2020,16 kmpl,2179 CC,140bhp@3750rpm,330Nm,7,Silver,mHawk Diesel Engine,2179,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1840,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,185 Kmph,10 Seconds,Tubeless Tyres,5,720-litres,,,,Hyderabad
0,Petrol,Hatchback,"35,929",Manual,1,1st Owner,Hyundai Grand i10,2019,₹ 5.21 Lakh,1598 cc,Petrol,Comprehensive,35929 Kms,First Owner,TS07,2022,7 Seats,Manual,2018,18.9 kmpl,1197 CC,81.86bhp@6000rpm,113.75nm,5,Silver,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1120,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256,,,,Hyderabad
0,Petrol,SUV,"1,36,035",Manual,1,1st Owner,Honda BR-V,2016,₹ 6.50 Lakh,1248 cc,Petrol,Third Party,136035 Kms,First Owner,TS07,Jun 2017,5 Seats,Manual,2017,15.4 kmpl,1497 CC,117.3bhp@6600rpm,145Nm,7,Grey,i-VTEC Petrol Engine,1497,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,,No,No,4456mm,1735mm,1666mm,2662mm,,,1235kg,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,,,"Tubless, Radial",5,223-litres,16,16,,Hyderabad
0,Diesel,MUV,"93,997",Manual,1,1st Owner,Maruti Ertiga,2013,₹ 6.70 Lakh,1462 cc,Diesel,Third Party insurance,93997 Kms,First Owner,TS12,Sept 2021,5 Seats,Manual,2017,20.77 kmpl,1248 CC,88.8bhp@4000rpm,200Nm,7,Silver,DDiS Diesel Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4265mm,1695mm,1685mm,2740mm,1480mm,1490mm,1235kg,1845kg,5 Speed ,FWD,7,Power,5.2 metres,Disc,Drum,160 kmph,13.3 Seconds,"Tubeless, Radial",5,135-liters,15,15,,Hyderabad
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Skoda Rapid,2018,₹ 7.75 Lakh,1197 cc,Petrol,Third Party insurance,60000 Kms,First Owner,AP16,Feb 2022,5 Seats,Manual,2021,15.41 kmpl,1598 CC,103.2bhp@5200-5250rpm,153Nm,5,Others,Petrol Engine,1598,153Nm@3750-3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,4413mm,1699mm,1466mm,2552mm,,,1111kg,1680Kg,5 Speed,FWD,5,Power,5.3 meters,Disc,Drum,185kmph,,"Tubeless,Radial",4,460,,,120mm,Hyderabad
0,Diesel,SUV,"52,220",Manual,1,1st Owner,Maruti Vitara Brezza,2019,₹ 9.80 Lakh,1198 cc,Diesel,Third Party insurance,52220 Kms,First Owner,TS08,Sept 2017,5 Seats,Manual,2019,24.3 kmpl,1248 CC,88.5bhp@4000rpm,200Nm,5,Red,DDiS 200 Diesel Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1210kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,172 kmph,12.36 Seconds,"Tubeless,Radial",5,328-litres,16,16,,Hyderabad
0,Petrol,Sedan,"61,659",Manual,2,2nd Owner,Maruti Ciaz,2019,₹ 8.30 Lakh,1248 cc,Petrol,Third Party insurance,61659 Kms,Second Owner,TS07,2023,6 Seats,Manual,2021,21.56 kmpl,1462 CC,103.25bhp@6000rpm,138Nm,5,White,k15B VVT Engine,1462,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 x 85 mm,,No,No,4490 mm,1730 mm,1485 mm,2650 mm,,,1025,1520 Kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,,,"Tubeless, Radial",4,510-litres,15,15,,Hyderabad
0,Petrol,Sedan,"65,000",Manual,1,1st Owner,Maruti Swift Dzire,2020,₹ 7.50 Lakh,796 cc,Petrol,Third Party,65000 Kms,First Owner,TS12,Feb 2019,5 Seats,Manual,2020,22.41 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,5,White,,1197,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,15,15,160,Hyderabad
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Mahindra KUV 100 NXT,2018,₹ 4.50 Lakh,1197 cc,Diesel,Comprehensive,120000 Kms,First Owner,TS04,2023,5 Seats,Manual,2019,25.32 kmpl,1198 CC,77bhp@3750rpm,190Nm,6,Red,mFALCON D75 Engine,1198,190Nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,Yes,No,3700mm,1735mm,1655mm,2385mm,1490mm,1490mm,925,,5 Speed,FWD,6,Power,5.05 metres,Disc,Drum,160 kmph,14.5 seconds,"Tubeless,Radial",5,243,15,15,,Hyderabad
0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti Swift,2017,₹ 6 Lakh,1197 cc,Diesel,Third Party,110000 Kms,Second Owner,TS04,Dec 2018,5 Seats,Manual,2016,25.2 kmpl,1248 CC,74bhp@4000rpm,190Nm,5,Others,DDiS Diesel Engine,1248,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,965Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,Tubeless Tyres,5,204-liters,,,,Hyderabad
0,Petrol,Hatchback,"78,969",Manual,1,1st Owner,Maruti Alto 800,2017,₹ 3.02 Lakh,998 cc,Petrol,Zero Dep,78969 Kms,Second Owner,TS08,Oct 2020,5 Seats,Manual,2012,22.05 kmpl,796 CC,47.33bhp@6000rpm,69Nm,5,Red,F8D Petrol Engine,796,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,,,Tubeless Tyres,5,,,,,Hyderabad
0,Petrol,Hatchback,"38,939",Manual,2,2nd Owner,Hyundai Grand i10 Nios,2021,₹ 7.36 Lakh,998 cc,Petrol,Not Available,38939 Kms,First Owner,TS13,2011,5 Seats,Manual,2018,20.7 kmpl,1197 CC,81.86bhp@6000rpm,113.8nm,5,Silver,1.2 Kappa petrol,1197,113.8nm@4000rpm,4.0,4.0,,,,,No,,3805mm,1680,1520,2450,,,1060,,5-Speed,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,,15,15,,Hyderabad
0,Petrol,Hatchback,"88,637",Manual,1,1st Owner,Maruti Ignis,2019,₹ 4.80 Lakh,1194 cc,Petrol,Third Party,88637 Kms,First Owner,TS07,Jan 2023,5 Seats,Manual,2019,20.89 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,5,Grey,1.2-Litre VVT Petrol Engine,1197,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,,No,No,3700mm,1690mm,1595mm,2435mm,,,835,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,,,"Tubeless,Radial",5,260-litres,15,15,,Hyderabad
0,Petrol,Hatchback,"19,070",Manual,1,1st Owner,Hyundai i20,2021,₹ 9.67 Lakh,1197 cc,Petrol,Third Party insurance,19070 Kms,First Owner,TS13,2021,5 Seats,Manual,2014,20 kmpl,998 CC,118.36bhp@6000rpm,171.62nm,5,Red,1.0 l Turbo GDi petrol,998,171.62nm@1500-4000rpm,3.0,4.0,,,,,Yes,,3995mm,1775mm,1505mm,2580mm,,,1240,,6 Speed IMT,,5,Electric,,Disc,Drum,,,"Tubeless, Radial",5,311,16,16,,Hyderabad
0,Petrol,Hatchback,"68,556",Manual,1,1st Owner,Maruti S-Presso,2020,₹ 4.32 Lakh,1985 cc,Petrol,Third Party insurance,68556 Kms,First Owner,AP09,2014,5 Seats,Manual,2017,21.7 kmpl,998 CC,65.71bhp@5500rpm,89Nm,5,Silver,K10C,998,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,,,"Tubeless, Radial",5,,,,,Hyderabad
0,Petrol,Hatchback,"44,356",Manual,1,1st Owner,Ford Figo,2019,₹ 6 Lakh,1198 cc,Petrol,Comprehensive,44356 Kms,First Owner,TS07,Sept 2018,5 Seats,Manual,2017,20.4 kmpl,1194 CC,94.93bhp@6500rpm,120Nm,5,Red,Ti-VCT Petrol Engine,1194,120Nm@4250rpm,3.0,4.0,DOHC,Direct Injection,,,No,No,3941 mm,1704 mm,1525 mm,2490 mm,,,1016-1026kg,,5 Speed,FWD,5,Power,4.9 meters,Ventilated Disc,Drum,157 Kmph,,Tubeless,5,257-litres,15,15,,Hyderabad
0,Petrol,Sedan,"73,143",Manual,1,1st Owner,Maruti Swift Dzire,2016,₹ 6.10 Lakh,1086 cc,Petrol,Third Party insurance,73143 Kms,First Owner,TS13,Feb 2019,5 Seats,Manual,2011,22.41 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,5,Silver,,1197,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,,,"Tubeless, Radial",4,378,15,15,160,Hyderabad
0,Diesel,SUV,"1,46,769",Automatic,1,1st Owner,Volvo XC60,2012,₹ 12.50 Lakh,1995 cc,Diesel,Third Party,146769 Kms,First Owner,TS07,May 2019,5 Seats,Automatic,2017,14.7 kmpl,1985 CC,163bhp@4000rpm,400Nm,5,Black,Five Cylinder Turbo Charg,1985,400Nm@1500-2500rpm,5.0,4.0,,,81 X 93.15 mm,,Yes,No,4627mm,1888mm,1713mm,2774mm,,,1640,,6 Speed,All Wheel Drive,5,Power,6.05 metres,Disc,Ventialte Disc,,8.5 Seconds,"Tubeless,Radial",5,495-litre,17,17,,Hyderabad
0,Petrol,Hatchback,"67,527",Manual,1,1st Owner,Datsun GO,2018,₹ 3.37 Lakh,1199 cc,Petrol,Not Available,67527 Kms,First Owner,TS09,2020,5 Seats,Manual,2018,19.02 kmpl,1198 CC,67.05bhp@5000rpm,104Nm,5,Silver,Naturally Aspirated 12V,1198,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Injection System,,,No,No,3788mm,1636mm,1507mm,2450mm,1440mm,1445mm,886kg,,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,,13.3 Seconds,Tubeless,5,265-litres,,,180mm,Hyderabad
0,Petrol,Hatchback,"79,467",Automatic,1,1st Owner,Hyundai Santro,2019,₹ 5.27 Lakh,1172 cc,Petrol,Third Party insurance,79467 Kms,First Owner,AP13,Apr 2013,5 Seats,Automatic,2023,20.3 kmpl,1086 CC,68bhp@5500rpm,99Nm,5,Silver,1.1 litre Petrol Engine,1086,99Nm@4500 rpm,4.0,3.0,DOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1463 mm,1481 mm,1050,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",5,235,,,,Hyderabad
0,Diesel,Sedan,"1,03,174",Automatic,1,1st Owner,BMW 5 Series,2014,₹ 17.50 Lakh,1248 cc,Diesel,Third Party insurance,103174 Kms,First Owner,TS07,Jun 2014,5 Seats,Automatic,2022,18.12 kmpl,1995 CC,190bhp@4000rpm,400Nm,5,White,Diesel Engine,1995,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4907mm,2102mm,1464mm,2968mm,1600mm,1627mm,"1,575",,8 Speed,RWD,5,Power,5.6 meters,Ventilated Discs,Ventilated Discs,231 kmph,7.7 Seconds,"Tubeless,Radial",4,520-litres,17,17,,Hyderabad
0,Petrol,Hatchback,"1,03,046",Manual,3,3rd Owner,Volkswagen Polo,2017,₹ 5.49 Lakh,1461 cc,Petrol,Third Party insurance,103046 Kms,Second Owner,TS08,2016,5 Seats,Manual,2023,16.2 kmpl,1199 CC,74bhp@5400rpm,110Nm,5,White,MPI Petrol Engine,1199,110Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1030Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,,,,Hyderabad
0,Petrol,Hatchback,"85,110",Manual,2,2nd Owner,Fiat Punto EVO,2017,₹ 2.70 Lakh,1396 cc,Petrol,Third Party insurance,85110 Kms,First Owner,AP28,Aug 2018,5 Seats,Manual,2021,15.8 kmpl,1172 CC,67.1bhp@6000rpm,96Nm,5,Hip Hop Black,FIRE Petrol Engine,1172,96Nm@2500rpm,4.0,2.0,SOHC,SMPI,,,No,No,3989mm,1687mm,1525mm,2510mm,,,1095kg,,5 Speed,FWD,5,Power,5 metres,Ventilated Disc,Drum,155 Kmph,14.5 Seconds,"Radial, Tubeless",5,280-litres,,,,Hyderabad
0,Diesel,Sedan,"1,14,000",Manual,1,1st Owner,Tata Manza,2011,₹ 2.85 Lakh,1197 cc,Diesel,Third Party,114000 Kms,First Owner,TS08,Feb 2018,5 Seats,Manual,2016,19 kmpl,1248 CC,90 PS@ 4000 rpm ,200 Nm ,5,Purple,Diesel Engine,1248,200 Nm @ 1750-3000 rpm,4.0,4.0,,CRDI,,:1,No,No,4413 mm,1703 mm,1550 mm,2520 mm,,,1210 kg.,1660 kg.,5 Speed,,5,Power,5.1 m,Ventilated Disc,Drum,,,"Tubeless,Radial",5,,15,15,,Hyderabad
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Renault Captur,2017,₹ 9.75 Lakh,1493 cc,Diesel,Third Party insurance,70000 Kms,First Owner,TS08,Sept 2016,5 Seats,Manual,2017,20.37 kmpl,1461 CC,108.45bhp@3850rpm,240Nm,5,Orange,K9K dCi Diesel Engine,1461,240Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4329mm,1813mm,1626 mm,2673mm,,,,,6 Speed,,5,Power,5.2meters,Disc,Drum,,13.24 Sec,"Radial,Tubeless",5,392 Litres,R17,R17,210mm,Hyderabad
0,Diesel,Hatchback,"72,000",Manual,1,1st Owner,Hyundai i20,2018,₹ 7.25 Lakh,1197 cc,Diesel,Third Party insurance,72000 Kms,First Owner,TS16,Oct 2021,6 Seats,Manual,2022,22.54 kmpl,1396 CC,88.73bhp@4000rpm,219.7Nm,5,Blue,U2 CRDI Diesel Engine,1396,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1515kg,,6 Speed,FWD,5,Power,5.2 metres,Disc,Drum,180 Kmph,11.9 Seconds,Tubeless,5,295-litres,,,,Hyderabad
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Hyundai Venue,2023,₹ 9.55 Lakh,1497 cc,Petrol,Comprehensive,20000 Kms,Second Owner,TS07,2010,5 Seats,Manual,2019,,1197 CC,81.80bhp@6000rpm,113.8Nm,5,Others,1.2 Kappa Petrol,1197,113.8Nm@4000rpm,4.0,4.0,,,,,No,,3995mm,1770mm,1617mm,2500mm,,,1106,,5-Speed,,5,Power,,Disc,Drum,,,"Tubeless, Radial",5,,,,,Hyderabad
0,Diesel,MUV,"32,000",Automatic,1,1st Owner,Kia Carens,2022,₹ 18.50 Lakh,1197 cc,Diesel,Comprehensive,32000 Kms,First Owner,TS09,Nov 2021,5 Seats,Automatic,2019,,1493 CC,114.41bhp@4000rpm,250Nm,6,White,1.5L CRDi VGT,1493,250Nm@1500-2750rpm,4.0,4.0,,CRDi,,,Yes,,4540mm,1800mm,1708mm,2780mm,,,1630,,6-Speed AT,2WD,6,Power,,disc,disc,,,"Tubeless, Radial",5,,16,16,,Hyderabad
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Hyundai Venue,2023,₹ 10.10 Lakh,1197 cc,Petrol,Comprehensive,20000 Kms,First Owner,TS07,Feb 2016,5 Seats,Manual,2022,,1197 CC,81.80bhp@6000rpm,113.8Nm,5,Others,1.2 Kappa Petrol,1197,113.8Nm@4000rpm,4.0,4.0,,,,,No,,3995mm,1770mm,1617mm,2500mm,,,1106,,5-Speed,,5,Power,,Disc,Drum,,,"Tubeless, Radial",5,,,,,Hyderabad
0,Petrol,SUV,"22,500",Automatic,1,1st Owner,Kia Seltos,2021,₹ 17.50 Lakh,1995 cc,Petrol,Zero Dep,22500 Kms,Second Owner,AP29,2013,5 Seats,Automatic,2017,16.8 kmpl,1497 CC,113.42bhp@6300rpm,144nm,5,Black,Smartstream G1.5,1497,144nm@4500rpm,4.0,4.0,DOHC,MPI,,,No,No,4315mm,1800mm,1645mm,2610mm,,,1555,,6-Speed IVT,2WD,5,Electric,,Disc,Disc,,11.8,"Tubeless,Radial",5,433,R17,R17,190mm,Hyderabad
0,Petrol,Hatchback,"54,708",Manual,1,1st Owner,Hyundai i20,2016,₹ 6.21 Lakh,1197 cc,Petrol,Third Party insurance,54708 Kms,First Owner,TS08,2008,5 Seats,Manual,2021,18.6 kmpl,1197 CC,81.83bhp@6000rpm,114.7Nm,5,Red,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,16,16,,Hyderabad
0,Petrol,Hatchback,"78,031",Manual,1,1st Owner,Maruti Baleno,2017,₹ 6.33 Lakh,1197 cc,Petrol,Third Party insurance,78031 Kms,Second Owner,TS07,2011,5 Seats,Manual,2021,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Blue,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,16,,Hyderabad
0,Diesel,Sedan,"32,000",Automatic,1,1st Owner,BMW 5 Series,2022,₹ 69 Lakh,1497 cc,Diesel,Comprehensive,32000 Kms,Second Owner,TS07,2022,5 Seats,Automatic,2017,20.37 kmpl,1995 CC,187.74bhp@4000rpm,400Nm,5,White,TwinPower Turbo Inline 4 Cylinder Engine,1995,400Nm@1750-2500rpm,4.0,4.0,,CRDi,,,Twin,No,4936mm,2126mm,1466mm,2975mm,1605mm,1630mm,1660,,8-Speed Steptronic,RWD,5,Power,5.6,Ventilated Disc,Ventilated Disc,235kmph,7.5,"Tubeless, Runflat",4,520-litres,R18,R18,,Hyderabad
