it,ft,bt,km,transmission,ownerNo,owner,model,modelYear,price,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Mileage,Engine,Max Power,Torque,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,Alloy Wheel Size,Ground Clearance Unladen,City
0,Petrol,SUV,"60,000",Automatic,1,1st Owner,Tata Nexon,2018,₹ 7.50 Lakh,1368 cc,Petrol,Third Party insurance,60000 Kms,First Owner,TN18,Jun 2017,5 Seats,Automatic,2017,17 kmpl,1198 CC,108.5bhp@5000rpm,170Nm,5,Others,Revotron 1.2L Turbocharged engine,1198,170Nm@1750-4000rpm,3.0,4.0,DOHC,MPFI,77x85.8,,Yes,No,3994mm,1811mm,1607mm,2498mm,1540 mm,1530 mm,1252Kg,,6 Speed,FWD,5,Power,5.1m,Disc,Drum,154.19 kmph,,Tubeless Radial Tyres,5,350,16,16,209 mm,Chennai
0,Petrol,Hatchback,"53,967",Manual,1,1st Owner,Maruti Baleno,2016,₹ 5.50 Lakh,1199 cc,Petrol,Third Party,53967 Kms,First Owner,TN85,Nov 2018,5 Seats,Manual,2018,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Blue,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,890Kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,16,,Chennai
0,Petrol,Sedan,"99,225",Manual,2,2nd Owner,Honda Amaze,2014,₹ 3.75 Lakh,1199 cc,Petrol,Third Party insurance,99225 Kms,Second Owner,TN13,2015,5 Seats,Manual,2015,18.6 kmpl,1199 CC,88.76bhp@6000rpm,110Nm,5,TAFETA WHITE,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,3995mm,1695mm,1498mm,2470mm,,,905kg,,5 Speed,FWD,5,Electric,4.7,Disc,Drum,,15 Seconds,"Tubeless,Radial",4,420,,,,Chennai
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Fiat Linea,2011,₹ 2.65 Lakh,1198 cc,Petrol,Third Party insurance,60000 Kms,Second Owner,TN01,Jun 2021,5 Seats,Manual,2021,16 kmpl,1368 CC,90 PS @ 6000 rpm,115 Nm ,5,Silver,Front Wheel Drive,1368,115 Nm @ 4500 rpm,4.0,4.0,DOHC,,,,Yes,No,"4,560mm","1,730mm","1,487mm","2,603mm",,,"1,240kg",,Five Speed,Front Wheel Drive,5,Power,5.5 m,Ventilated Disc,Drum,165 Km,,"Tubeless,Radial",4,,15,15,,Chennai
0,Petrol,Hatchback,"48,220",Automatic,1,1st Owner,Honda Jazz,2020,₹ 8.08 Lakh,1199 cc,Petrol,Third Party,48220 Kms,First Owner,TN10,May 2019,5 Seats,Automatic,2019,17.1 kmpl,1199 CC,88.50bhp@6000rpm,110Nm,5,Red,1.2 i-VTEC,1199,110Nm@4800rpm,4.0,4.0,SOHC,,,,,,3989mm,1694,1544,2530,,,1066,,7 Speed,,5,Electric,5.1,Disc,Drum,,,"Tubeless, Radial",5,354,15,15,,Chennai
0,Petrol,Hatchback,"72,024",Manual,1,1st Owner,Honda Jazz,2016,₹ 5.42 Lakh,1498 cc,Petrol,Zero Dep,72024 Kms,First Owner,TN10,May 2017,5 Seats,Manual,2017,18.7 kmpl,1199 CC,88.7bhp@6000rpm,110Nm,5,Red,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1042kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,15,,Chennai
0,Petrol,Sedan,"80,000",Automatic,1,1st Owner,Honda Amaze,2016,₹ 5.29 Lakh,1373 cc,Petrol,Third Party insurance,80000 Kms,First Owner,TN14,Aug 2019,5 Seats,Automatic,2019,15.5 kmpl,1198 CC,86.7bhp@6000rpm,109Nm,5,Others,i-VTEC Petrol Engine,1198,109Nm@4500rpm,4.0,4.0,SOHC,,,,No,No,3990mm,1680mm,1505mm,2405mm,,,990kg,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,160 Kmph,15 Seconds,"Tubeless,Radial",4,400-litres,,,,Chennai
0,Petrol,Hatchback,"78,735",Manual,1,1st Owner,Volkswagen Polo,2017,₹ 6.84 Lakh,1368 cc,Petrol,Comprehensive,78735 Kms,First Owner,TN02,2016,5 Seats,Manual,2016,16.2 kmpl,1199 CC,74bhp@5400rpm,110Nm,5,Black,MPI Petrol Engine,1199,110Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,15,15,,Chennai
0,Diesel,SUV,"72,955",Manual,2,2nd Owner,Ford Ecosport,2018,₹ 8.13 Lakh,1197 cc,Diesel,Comprehensive,72955 Kms,Second Owner,TN06,Aug 2019,5 Seats,Manual,2019,23 kmpl,1498 CC,98.96bhp@3750rpm,205Nm,5,Red,TDCi Diesel Engine,1498,205Nm@1750-3250rpm,4.0,4.0,SOHC,Direct Injection,73.5 X 88.3 mm,16.0:1,Yes,No,3998mm,1765mm,1647mm,2519mm,,,1300Kg,1690Kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,,,"Tubeless,Radial",4,352-litres,16,16,,Chennai
0,Petrol,Sedan,"40,000",Automatic,1,1st Owner,Maruti Ciaz,2015,₹ 6.50 Lakh,1197 cc,Petrol,Third Party insurance,40000 Kms,First Owner,TN13,Jun 2019,5 Seats,Automatic,2019,19.12 kmpl,1373 CC,91.1bhp@6000rpm,130Nm,5,Others,k14B VVT Engine,1373,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,10.1:1,No,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1010kg,1490kg,4 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,190 kmph,14 Seconds,"Tubeless, Radial",4,510-litres,15,15,,Chennai
0,Petrol,SUV,"14,037",Manual,1,1st Owner,Jeep Compass,2021,₹ 18.02 Lakh,1197 cc,Petrol,Third Party insurance,14037 Kms,First Owner,TN06,Jun 2016,5 Seats,Manual,2016,14.3 kmpl,1368 CC,160.77bhp@5500rpm,250nm,5,Grey,1.4L MultiAir Petrol,1368,250nm@2500-4000rpm,4.0,4.0,,,,,,,4405mm,1818mm,1640mm,2636mm,,,1405,,6 Speed,4x2,5,Power,,Disc,Disc,,,"Tubeless, Radial",5,,17,17,,Chennai
0,Petrol,Hatchback,"29,000",Manual,1,1st Owner,Hyundai i20,2019,₹ 7.45 Lakh,1199 cc,Petrol,Third Party insurance,29000 Kms,First Owner,TN07,Jun 2015,5 Seats,Manual,2015,18.6 kmpl,1197 CC,81.86bhp@6000rpm,117nm,5,Silver,Kappa VTVT Petrol Engine,1197,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,,,1120,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,"Tubeless,Radial",5,285,,,,Chennai
0,Petrol,Hatchback,"69,864",Manual,1,1st Owner,Maruti Baleno,2017,₹ 6.19 Lakh,1248 cc,Petrol,Comprehensive,69864 Kms,First Owner,TN84,2017,5 Seats,Manual,2017,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Silver,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,880kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,16,,Chennai
0,Petrol,Sedan,"35,739",Manual,1,1st Owner,Hyundai Xcent,2019,₹ 6.50 Lakh,1956 cc,Petrol,Comprehensive,35739 Kms,First Owner,TN02,Jul 2017,5 Seats,Manual,2017,20.14 kmpl,1197 CC,81.86bhp@6000rpm,113.75nm,5,Silver,1.2L Kappa Dual VTVT Petrol,1197,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1660mm,1520mm,2425mm,1479mm,1493mm,1140,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,172 Kmph,,Tubeless,4,407,14,14,,Chennai
0,Petrol,Hatchback,"1,20,000",Automatic,2,2nd Owner,Honda Jazz,2016,₹ 5 Lakh,1197 cc,Petrol,Comprehensive,120000 Kms,Second Owner,TN13,2017,7 Seats,Automatic,2017,19 kmpl,1199 CC,88.7bhp@6000rpm,110Nm,5,Others,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1066kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,172 Kmph,13.7 Seconds,"Tubeless,Radial",5,354-litres,15,15,,Chennai
0,Diesel,MUV,"18,000",Manual,1,1st Owner,Maruti Ertiga,2019,₹ 11.45 Lakh,1598 cc,Diesel,Comprehensive,18000 Kms,First Owner,TN02,Dec 2012,5 Seats,Manual,2012,24.52 kmpl,1248 CC,88.5bhp@4000rpm,200Nm,7,Silver,D13A SHVS Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4296mm,1695mm,1685mm,2740mm,1480mm,1490mm,1260kg,,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,160 kmph,13.3 Seconds,"Tubeless, Radial",5,135-liters,,,,Chennai
0,Diesel,SUV,"21,000",Manual,1,1st Owner,Tata Harrier,2019,₹ 16 Lakh,1198 cc,Diesel,Third Party insurance,21000 Kms,First Owner,TN09,2019,5 Seats,Manual,2019,16.35 kmpl,1956 CC,167.67bhp@3750rpm,350Nm,5,Orange,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1660,,6-Speed,,5,Power,,Disc,Drum,,,"Tubeless, Radial",5,425,17,17,,Chennai
0,Petrol,Hatchback,"70,404",Manual,1,1st Owner,Maruti Baleno,2016,₹ 5.40 Lakh,1497 cc,Petrol,Comprehensive,70404 Kms,First Owner,TN13,Apr 2017,5 Seats,Manual,2017,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Grey,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,870kg,1340kg,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,,,,Chennai
0,Petrol,Sedan,"63,000",Manual,1,1st Owner,Volkswagen Vento,2015,₹ 6.75 Lakh,2179 cc,Petrol,Third Party insurance,63000 Kms,First Owner,TN04,Oct 2019,5 Seats,Manual,2019,16.09 kmpl,1598 CC,103.2bhp@5250rpm,153Nm,5,Black,MPI Petrol Engine,1598,153Nm@3800rpm,4.0,4.0,DOHC,MPFI,76.5 x 86.9 mm,10.5:1,No,No,4390mm,1699mm,1467mm,2553mm,1457mm,1500mm,1145Kg,1680kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,185 Kmph,12.3 Seconds,"Tubeless,Radial",4,494,15,15,,Chennai
0,Petrol,Sedan,"88,000",Manual,2,2nd Owner,Volkswagen Ameo,2017,₹ 5.10 Lakh,1497 cc,Petrol,Comprehensive,88000 Kms,Second Owner,TN19,2017,5 Seats,Manual,2017,17 kmpl,1198 CC,73.75bhp@5400rpm,110Nm,5,White,MPI Petrol Engine,1198,110Nm@3750rpm,3.0,4.0,DOHC,MPFI,76.5 X 86.9 mm,10.5:1,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1069kg,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",4,330 Ltrs,16,16,,Chennai
0,Petrol,Sedan,"65,000",Manual,1,1st Owner,Honda City,2017,₹ 8.30 Lakh,1462 cc,Petrol,Third Party insurance,65000 Kms,First Owner,TN13,Mar 2012,7 Seats,Manual,2012,17.4 kmpl,1497 CC,117.6bhp@6600rpm,145Nm,5,Silver,i VTEC Engine,1497,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1084kg,1459kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,189 kmph,9.64 Seconds,"Tubeless,Radial",4,510,16,16,,Chennai
0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Land Rover Discovery Sport,2017,₹ 39 Lakh,1497 cc,Diesel,Third Party,30000 Kms,Second Owner,TN06,Jun 2020,5 Seats,Automatic,2020,12.51 kmpl,2179 CC,187.7bhp@3500rpm,420Nm,7,Red,SD4 Diesel Engine,2179,420Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,No,Yes,4600mm,2173mm,1724mm,2741mm,1621mm,1630mm,2152,,9 Speed,4WD,7,Power,5.8 metres,Disc,Disc,188 Kmph,8.9 Seconds,Tubeless Tyres,5,280-litres,18,18,,Chennai
0,Petrol,Sedan,"71,423",Automatic,1,1st Owner,Honda City,2012,₹ 5.10 Lakh,1086 cc,Petrol,Zero Dep,71423 Kms,First Owner,TN07,2017,6 Seats,Automatic,2017,15.6 kmpl,1497 CC,116.3bhp@6600rpm,146Nm,5,Golden,SOHC i-VTEC,1497,146Nm@4800rpm,4.0,4.0,SOHC,EFI(Electronic Fuel Injection),,,No,No,4440mm,1695mm,1485mm,2550mm,,,1145kg,,5 Speed AT+ Paddle Shifters,FWD,5,Power,5.3metres,Disc,Drum,  ,,"Tubeless,Radial",4,506-litres,15,15,,Chennai
0,Petrol,MUV,"80,000",Automatic,1,1st Owner,Maruti XL6,2019,₹ 12 Lakh,1591 cc,Petrol,Third Party insurance,80000 Kms,First Owner,TN09,Mar 2017,5 Seats,Automatic,2017,17.99 kmpl,1462 CC,103.2bhp@6000rpm,138nm,6,Others,K15B Smart Hybrid,1462,138nm@4400rpm,4.0,4.0,,,74.0x85.0,10.5:1,,,4445mm,1775mm,1700mm,2740mm,1590mm,1570mm,1190kg,1740kg,4-Speed,FWD,6,Power,5.2 metres,Ventilated Disc,Leading & Trailing Drum,,,"Tubeless,Radial",5,209,R15,R15,180mm,Chennai
0,Petrol,Sedan,"85,759",Manual,1,1st Owner,Honda City,2017,₹ 7.66 Lakh,1198 cc,Petrol,Third Party,85759 Kms,First Owner,TN14,2015,5 Seats,Manual,2015,17.8 kmpl,1497 CC,117.3bhp@6600rpm,145Nm,5,Brown,i VTEC Engine,1497,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,195 Kmph,10 Seconds,"Tubeless,Radial",4,510-litres,15,15,,Chennai
0,Petrol,Hatchback,"24,422",Manual,1,1st Owner,Hyundai Santro,2019,₹ 4.49 Lakh,1451 cc,Petrol,Third Party,24422 Kms,First Owner,TN14,Jun 2018,5 Seats,Manual,2018,20.3 kmpl,1086 CC,68bhp@5500rpm,99Nm,5,Silver,1.1 litre Petrol Engine,1086,99Nm@4500 rpm,4.0,3.0,DOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1476 mm,1494 mm,970,,5 Speed,FWD,5,Power,,Disc,Drum,,,"Tubeless,Radial",5,235,,,,Chennai
0,Petrol,Sedan,"90,000",Manual,4,4th Owner,Hyundai Verna,2017,₹ 7.50 Lakh,2198 cc,Petrol,Third Party insurance,90000 Kms,Fourth Owner,TN69,Jul 2018,5 Seats,Manual,2018,17 kmpl,1591 CC,121.3bhp@6400rpm,151Nm,5,White,VTVT Petrol Engine,1591,151Nm@4850rpm,4.0,4.0,DOHC,MPFI,,,No,No,4440mm,1729mm,1475mm,2600mm,,,1228,,6 Speed,FWD,5,Power,,Disc,Drum,,11.31 Seconds,Tubeless,4,480,16,16,,Chennai
0,Petrol,Hatchback,"67,091",Manual,2,2nd Owner,Honda Brio,2012,₹ 3.17 Lakh,1197 cc,Petrol,Comprehensive,67091 Kms,Second Owner,TN02,2007,5 Seats,Manual,2007,19.4 kmpl,1198 CC,86.8bhp@6000rpm,109Nm,5,Red,i-VTEC Engine,1198,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,915kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,,,"Tubeless,Radial",5,175-litres,14,14,,Chennai
0,Petrol,SUV,"72,787",Manual,1,1st Owner,MG Hector,2020,₹ 15.60 Lakh,1197 cc,Petrol,Third Party insurance,72787 Kms,First Owner,TN14,2015,7 Seats,Manual,2015,15.81 kmpl,1451 CC,141bhp@5000rpm,250Nm,5,Maroon,,1451,250Nm@1600-3600rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1545,,6 Speed,FWD,5,,,Disc,Disc,,,Radial,5,587,R17,R17,,Chennai
0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Ford Endeavour,2017,₹ 19 Lakh,1194 cc,Diesel,Comprehensive,120000 Kms,Second Owner,TN97,Aug 2017,5 Seats,Manual,2017,13.5 kmpl,2198 CC,157.7bhp@3200rpm,385Nm,7,Others,Diesel Engine,2198,385Nm@1600-2500rpm,4.0,4.0,DOHC,TDCi,,,Yes,No,4892mm,1860mm,1837mm,2850mm,1475mm,1470mm,1879kg,,6 Speed,4WD,7,Power,,Disc,Disc,,,"Tubeless,Radial",5,,18,18,,Chennai
0,Petrol,Hatchback,"90,142",Manual,1,1st Owner,Hyundai Grand i10,2017,₹ 5.22 Lakh,1197 cc,Petrol,Comprehensive,90142 Kms,First Owner,TN11,Jul 2018,5 Seats,Manual,2018,18.9 kmpl,1197 CC,81.86bhp@6000rpm,113.75nm,5,Red,Kappa VTVT Petrol Engine,1197,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1160,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,165 Kmph,12.9 Seconds,Tubeless,5,256-liters,,,,Chennai
0,Petrol,Hatchback,"1,50,000",Manual,1,1st Owner,Hyundai i20,2015,₹ 5 Lakh,1991 cc,Petrol,Third Party insurance,150000 Kms,First Owner,PY01,Jan 2016,5 Seats,Manual,2015,18.6 kmpl,1197 CC,81.83bhp@6000rpm,114.7Nm,5,Others,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,170 Kmph,13.2 Seconds,Tubeless,5,295-litres,16,16,,Chennai
0,Petrol,Hatchback,"33,256",Manual,1,1st Owner,Ford Freestyle,2018,₹ 6.27 Lakh,1199 cc,Petrol,Third Party insurance,33256 Kms,First Owner,TN04,Mar 2016,5 Seats,Manual,2015,19 kmpl,1194 CC,94.68bhp@6500rpm,120Nm,5,Red,1.2 litre Petrol Engine,1194,120Nm@4250rpm,3.0,4.0,DOHC,MPFI,,11.2:1,No,No,3954mm,1737mm,1570mm,2490mm,,,1044Kg,,5-Speed,FWD,5,Power,5.0m,Ventilated Disc,Drum,144.93 kmph,13.07 Seconds,Tubeless,5,257,15,15,,Chennai
0,Petrol,Hatchback,"70,027",Automatic,1,1st Owner,Maruti Baleno,2018,₹ 6.87 Lakh,1248 cc,Petrol,Third Party insurance,70027 Kms,First Owner,TN01,Feb 2015,5 Seats,Automatic,2015,21.4 kmpl,1197 CC,83.1bhp@6000rpm,115Nm,5,Silver,VVT Petrol Engine,1197,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,935kg,1360kg,CVT,FWD,5,Power,4.9 meters,Disc,Drum,180 Kmph,12.36 seconds,"Tubeless,Radial",5,339-litres,16,16,,Chennai
0,Diesel,Sedan,"1,20,000",Manual,3,3rd Owner,Hyundai Sonata,2007,₹ 2.05 Lakh,1493 cc,Diesel,Comprehensive,120000 Kms,Third Owner,TN09,2015,5 Seats,Manual,2015,13.6 kmpl,1991 CC,"142 @ 4,000 (PS@rpm)",33 ,5,White,In-Line Engine,1991,"33 @ 2,000-2,680 (kgm@rpm)",4.0,4.0,DOHC,CRDI,83 x 92 mm,17.3:1,No,No,"4,800 mm","1,832 mm","1,485 mm","2,730 mm","1,565 mm","1,550 mm",1761,,6 Speed,,5,Power,5.46 m,Disc,Disc,,,"Tubeless,Radial",4,560 litres,16,16,,Chennai
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Volkswagen Polo,2015,₹ 5.25 Lakh,1197 cc,Petrol,Comprehensive,60000 Kms,Second Owner,TN08,Apr 2017,5 Seats,Manual,2017,16.2 kmpl,1199 CC,74bhp@5400rpm,110Nm,5,Others,MPI Petrol Engine,1199,110Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1030Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,165 kmph,14.2 Seconds,"Tubeless,Radial",5,280-liters,,,,Chennai
0,Diesel,Hatchback,"73,686",Manual,1,1st Owner,Maruti Swift,2017,₹ 6.20 Lakh,2143 cc,Diesel,Comprehensive,73686 Kms,First Owner,TN09,Dec 2016,7 Seats,Manual,2016,25.2 kmpl,1248 CC,74bhp@4000rpm,190Nm,5,Grey,DDiS Diesel Engine,1248,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,960Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,155 Kmph,14.8 Seconds,Tubeless Tyres,5,204-liters,,,,Chennai
0,Diesel,SUV,"44,000",Manual,2,2nd Owner,Mahindra TUV 300,2018,₹ 8.25 Lakh,1968 cc,Diesel,Comprehensive,44000 Kms,Second Owner,TN14,Jun 2016,5 Seats,Manual,2016,18.49 kmpl,1493 CC,100bhp@3750rpm,240Nm,7,Red,mHawk 100 Diesel Engine,1493,240Nm@1600-2800rpm,3.0,2.0,,CRDi,,,Yes,No,3995mm,1835mm,1826mm,2680mm,,,1755,2225kg,5 Speed,RWD,7,Power,5.35 metres,Disc,Drum,156 Kmph,13.9 Seconds,"Tubeless,Radials",5,384-litres,15,15,,Chennai
0,Petrol,Hatchback,"75,581",Manual,1,1st Owner,Maruti Swift,2015,₹ 5.30 Lakh,1493 cc,Petrol,Third Party insurance,75581 Kms,First Owner,TN01,Jun 2016,5 Seats,Manual,2016,21.21 kmpl,1197 CC,81.80bhp@6000rpm,113Nm,5,White,VTVT Engine,1197,113Nm@4200rpm,4.0,4.0,DOHC,MPFi,73 x 72 mm,,No,No,3840mm,1735mm,1530mm,2450mm,1530mm,1530mm,855-885,1315kg,5,FWD,5,Electric,4.8 Meters,Disc,Drum,,12.71s,Tubeless,5,268,,,,Chennai
0,Diesel,SUV,"58,000",Automatic,1,1st Owner,Mercedes-Benz M-Class,2015,₹ 36 Lakh,1248 cc,Diesel,Third Party insurance,58000 Kms,First Owner,TN87,Jan 2018,5 Seats,Automatic,2018,15.26 kmpl,2143 CC,203.2bhp@4200rpm,500Nm,5,Blue,Diesel Engine,2143,500Nm@1600-1800rpm,4.0,4.0,DOHC,CRDi,92.9 x 86.0 mm,,Yes,No,4817mm,2141mm,1762mm,2915mm,1648mm,1663mm,2160kg,2950kg,7 Speed,AWD,5,Power,5.9 metres,Disc,Disc,210 Kmph,9 Seconds,"Tubeless,Radial",5,690-litres,18,18,,Chennai
0,Diesel,Sedan,"50,000",Automatic,2,2nd Owner,Audi A3,2015,₹ 19.50 Lakh,1498 cc,Diesel,Comprehensive,50000 Kms,Second Owner,TN13,Feb 2021,7 Seats,Automatic,2021,20.38 kmpl,1968 CC,143bhp@3500-4000rpm,320Nm,5,P Black,TDI Diesel Engine ,1968,320Nm@1750-3000rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4456mm,1960mm,1416mm,2637mm,1555mm,1526mm,1340kg,1890kg,6 Speed,FWD,5,Power,5.35 metres,Ventilated Disc,Disc,215 kmph,8.6 Seconds,"Tubeless,Radial ",4,425-litres,17,17,,Chennai
0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Mahindra TUV 300,2015,₹ 6.50 Lakh,1197 cc,Diesel,Third Party,100000 Kms,First Owner,TN01,Sept 2016,5 Seats,Manual,2016,18.49 kmpl,1493 CC,100bhp@3750rpm,240Nm,7,Others,mHawk 100 Diesel Engine,1493,240Nm@1600-2800rpm,3.0,2.0,,CRDi,,,Yes,No,3995mm,1835mm,1826mm,2680mm,,,1755,2225kg,5 Speed,RWD,7,Power,5.35 metres,Disc,Drum,156 Kmph,13.9 Seconds,"Tubeless,Radials",5,384-litres,15,15,,Chennai
0,Diesel,Sedan,"1,08,902",Manual,1,1st Owner,Maruti Ciaz,2017,₹ 6.50 Lakh,1497 cc,Diesel,Comprehensive,108902 Kms,First Owner,TN73,2015,5 Seats,Manual,2015,28.09 kmpl,1248 CC,88.5bhp@4000rpm,200Nm,5,White,DDIS 200 Engine,1248,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,10.1:1,Yes,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1115kg,1595kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,190 kmph,15 Seconds,"Tubeless, Radial",4,510-litres,,,,Chennai
0,Diesel,Sedan,"1,00,425",Manual,1,1st Owner,Volkswagen Ameo,2016,₹ 5.70 Lakh,1199 cc,Diesel,Comprehensive,100425 Kms,First Owner,TN09,Mar 2017,5 Seats,Manual,2017,21.66 kmpl,1498 CC,108.62bhp@4000rpm,250Nm,5,Silver,TDI Diesel Engine,1498,250Nm@1500-3000rpm,4.0,4.0,DOHC,CRDI,77.0 x 80.5 mm,,Yes,No,3995mm,1682mm,1483mm,2470mm,1460mm,,1163kg,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,,11.64 Seconds,"Tubeless,Radial",4,330,15,15,,Chennai
