bt,ownerNo,modelYear,price,Fuel Type,Insurance Validity,Kms Driven,Transmission,Year of Manufacture,Mileage,Gear Box,City
Sedan,1,2018,₹ 5.91 Lakh,Diesel,Comprehensive,60341 Kms,Manual,2017.0,25.8 kmpl,5 Speed,Delhi
Hatchback,1,2017,₹ 4.34 Lakh,Petrol,Comprehensive,36973 Kms,Manual,2015.0,20.4 kmpl,5 Speed,Delhi
Sedan,1,2017,₹ 6.99 Lakh,Diesel,Comprehensive,39000 Kms,Manual,2019.0,28.09 kmpl,5 Speed,Delhi
Hatchback,1,2013,₹ 2.71 Lakh,Petrol,Comprehensive,52514 Kms,Manual,2013.0,18.9 kmpl,5 Speed,Delhi
Hatchback,1,2022,₹ 5.55 Lakh,Petrol,Comprehensive,13001 Kms,Manual,2013.0,21.5 kmpl,5 Speed,Delhi
SUV,1,2018,₹ 8.25 Lakh,Diesel,Comprehensive,72000 Kms,Manual,2017.0,22.1 kmpl,6 Speed,Delhi
SUV,1,2017,₹ 5.99 Lakh,Petrol,Comprehensive,62000 Kms,Manual,2013.0,15.9 kmpl,5 Speed,Delhi
Sedan,1,2017,₹ 4.81 Lakh,Petrol,Comprehensive,34000 Kms,Manual,2017.0,16.78 kmpl,5 Speed,Delhi
Sedan,1,2015,₹ 3.85 Lakh,Petrol,Comprehensive,67000 Kms,Manual,2022.0,18 kmpl,5 Speed,Delhi
Hatchback,1,2019,₹ 6.99 Lakh,Petrol,Comprehensive,45000 Kms,Manual,2018.0,18.78 kmpl,5 Speed,Delhi
Sedan,1,2013,₹ 3.31 Lakh,Petrol,Comprehensive,64000 Kms,Manual,2015.0,20.85 kmpl,5 Speed,Delhi
Hatchback,2,2013,₹ 1.78 Lakh,Petrol,Zero Dep,58000 Kms,Manual,2021.0,18.6 kmpl,5 Speed,Delhi
SUV,2,2017,₹ 9.25 Lakh,Petrol,Third Party,48000 Kms,Automatic,2021.0,14.8 kmpl,6 Speed,Delhi
Hatchback,1,2013,₹ 2.90 Lakh,Petrol,Comprehensive,70000 Kms,Manual,2013.0,18.5 kmpl,5 Speed,Delhi
Sedan,2,2017,₹ 5.70 Lakh,Petrol,Zero Dep,59863 Kms,Automatic,2020.0,19.12 kmpl,4 Speed,Delhi
Hatchback,1,2022,₹ 4.92 Lakh,CNG,Third Party,18468 Kms,Manual,2018.0,31.59 km/kg,5 Speed,Delhi
Hatchback,2,2018,₹ 5.30 Lakh,Petrol,Third Party insurance,42173 Kms,Manual,2019.0,19 kmpl,5-Speed,Delhi
SUV,2,2015,₹ 4.65 Lakh,Petrol,Zero Dep,68631 Kms,Automatic,2014.0,14.7 kmpl,6 Speed,Delhi
Hatchback,1,2021,₹ 3.51 Lakh,Petrol,Comprehensive,18833 Kms,Manual,2015.0,22.05 kmpl,5 Speed,Delhi
Hatchback,1,2021,₹ 5.15 Lakh,Petrol,Comprehensive,55418 Kms,Manual,2013.0,20.89 kmpl,5 Speed,Delhi
Hatchback,1,2013,₹ 2.25 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2015.0,20.51 kmpl,5 Speed,Delhi
MUV,1,2020,₹ 6.20 Lakh,Petrol,Comprehensive,53400 Kms,Manual,2020.0,20 kmpl,5 Speed,Delhi
Hatchback,1,2018,₹ 3.49 Lakh,Petrol,Comprehensive,25000 Kms,Manual,2021.0,23.01 kmpl,5 Speed,Delhi
SUV,1,2019,₹ 13.85 Lakh,Petrol,Comprehensive,87576 Kms,Automatic,2015.0,14.1 kmpl,7 Speed,Delhi
Hatchback,1,2014,₹ 2.90 Lakh,Petrol,Comprehensive,58000 Kms,Manual,2017.0,19.4 kmpl,5 Speed,Delhi
MUV,1,2015,₹ 2.85 Lakh,Petrol,Third Party insurance,75000 Kms,Manual,2023.0,19.44 kmpl,5 Speed,Delhi
Sedan,1,2013,₹ 3.30 Lakh,Petrol,Comprehensive,69000 Kms,Automatic,2020.0,14.8 kmpl,Six Speed Automatic Transmission,Delhi
SUV,1,2015,₹ 5.49 Lakh,Diesel,Comprehensive,20000 Kms,Manual,2020.0,16.55 kmpl,5 Speed,Delhi
Hatchback,1,2020,₹ 3.65 Lakh,Petrol,Comprehensive,45000 Kms,Manual,2022.0,22.05 kmpl,5 Speed,Delhi
Sedan,1,2021,₹ 6.50 Lakh,CNG,Comprehensive,20000 Kms,Manual,2016.0,26.55 kmpl,5 Speed,Delhi
SUV,1,2015,₹ 4.49 Lakh,Diesel,Comprehensive,70000 Kms,Manual,2013.0,23.65 kmpl,5 Speed,Delhi
Hatchback,1,2017,₹ 5.99 Lakh,Petrol,Zero Dep,72000 Kms,Automatic,2017.0,19 kmpl,5 Speed,Delhi
SUV,0,2023,₹ 46.45 Lakh,Diesel,Comprehensive,7800 Kms,Automatic,2017.0,12.04 kmpl,8 Speed,Delhi
Hatchback,1,2020,₹ 4.99 Lakh,Petrol,Comprehensive,25000 Kms,Manual,2018.0,20.09 kmpl,5-Speed`,Delhi
SUV,1,2020,₹ 88 Lakh,Petrol,Zero Dep,19000 Kms,Automatic,2018.0,18.8 kmpl,8 Speed,Delhi
Sedan,1,2022,₹ 13.58 Lakh,Petrol,Comprehensive,11332 Kms,Automatic,2012.0,18.07 kmpl,6-Speed,Delhi
Hatchback,1,2016,₹ 5.60 Lakh,Petrol,Comprehensive,25456 Kms,Manual,2018.0,21.4 kmpl,5 Speed,Delhi
Hatchback,2,2013,₹ 2.75 Lakh,Petrol,Zero Dep,65000 Kms,Manual,2021.0,21.79 kmpl,5 Speed,Delhi
Hatchback,1,2017,₹ 5.86 Lakh,Petrol,Third Party insurance,93616 Kms,Automatic,2022.0,19 kmpl,5 Speed,Delhi
Hatchback,1,2017,₹ 4.63 Lakh,Petrol,Third Party,74134 Kms,Automatic,2017.0,26 kmpl,5-Speed,Delhi
SUV,1,2018,₹ 6.99 Lakh,Petrol,Comprehensive,70000 Kms,Automatic,2018.0,14.99 kmpl,5 speed,Delhi
Hatchback,2,2018,₹ 5.93 Lakh,Diesel,Comprehensive,62411 Kms,Manual,2011.0,27.39 kmpl,5 Speed,Delhi
Sedan,2,2012,₹ 10.50 Lakh,Petrol,Third Party insurance,56000 Kms,Automatic,2018.0,12.3 kmpl,5 Speed,Delhi
SUV,2,2018,₹ 5.67 Lakh,Diesel,Comprehensive,63661 Kms,Manual,2013.0,25.32 kmpl,5 Speed,Delhi
SUV,1,2021,₹ 17.50 Lakh,Petrol,Comprehensive,24000 Kms,Automatic,2015.0,,6-speed CVT,Delhi
SUV,1,2022,₹ 16.50 Lakh,Petrol,Comprehensive,14000 Kms,Manual,2010.0,17.88 kmpl,7-Speed DSG,Delhi
SUV,1,2017,₹ 9.30 Lakh,Diesel,Third Party insurance,70000 Kms,Manual,2010.0,16 kmpl,6 Speed,Delhi
SUV,1,2018,₹ 7.49 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2012.0,17.5 kmpl,5 Speed,Delhi
Sedan,1,2011,₹ 2.49 Lakh,Petrol,Third Party insurance,74000 Kms,Manual,2014.0,15.04 kmpl,5 Speed,Delhi
SUV,1,2018,₹ 8.99 Lakh,Diesel,Comprehensive,70000 Kms,Manual,2016.0,17.6 kmpl,6 Speed,Delhi
Hatchback,1,2013,₹ 2.25 Lakh,Petrol,Third Party insurance,65000 Kms,Manual,2021.0,19.81 kmpl,5 Speed,Delhi
Hatchback,1,2015,₹ 3.99 Lakh,Diesel,Comprehensive,40000 Kms,Manual,2021.0,27.39 kmpl,5 Speed,Delhi
Hatchback,3,2010,"₹ 80,000 ",Petrol,Comprehensive,60000 Kms,Manual,2018.0,18 kmpl,5 Speed,Delhi
Sedan,3,2010,₹ 2.25 Lakh,Petrol,Third Party insurance,81000 Kms,Automatic,2009.0,16.8 kmpl,5 Speed,Delhi
Hatchback,1,2012,₹ 1.37 Lakh,Petrol,Zero Dep,80000 Kms,Manual,2017.0,19.7 kmpl,5 Speed,Delhi
Sedan,1,2014,₹ 3.89 Lakh,Diesel,Comprehensive,107539 Kms,Manual,2013.0,23.4 kmpl,5 Speed,Delhi
Hatchback,1,2016,₹ 5.48 Lakh,Petrol,Third Party insurance,52059 Kms,Manual,2017.0,21.4 kmpl,5 Speed,Delhi
SUV,1,2021,₹ 16.95 Lakh,Petrol,Zero Dep,70000 Kms,Manual,2014.0,15.81 kmpl,6 Speed,Delhi
Hatchback,1,2021,₹ 8.74 Lakh,Petrol,Third Party insurance,5732 Kms,Manual,2019.0,21 kmpl,5 Speed,Delhi
Sedan,1,2018,₹ 5.96 Lakh,Petrol,Third Party,53034 Kms,Manual,2022.0,19.5 kmpl,5 Speed,Delhi
Sedan,3,2009,₹ 1.79 Lakh,Petrol,Third Party insurance,80000 Kms,Manual,2022.0,17 kmpl,5 Speed,Delhi
Hatchback,2,2017,₹ 5.01 Lakh,Petrol,Third Party insurance,66462 Kms,Manual,2017.0,21.4 kmpl,5 Speed,Delhi
SUV,1,2013,₹ 5.75 Lakh,Diesel,Third Party insurance,70000 Kms,Manual,2014.0,15.1 kmpl,6 Speed ,Delhi
Hatchback,1,2017,₹ 4.95 Lakh,Petrol,Third Party insurance,52444 Kms,Manual,2019.0,21.4 kmpl,5 Speed,Delhi
SUV,1,2014,₹ 5 Lakh,Diesel,Third Party insurance,60000 Kms,Manual,2018.0,14 kmpl,5 Speed,Delhi
SUV,2,2019,₹ 15 Lakh,Petrol,Comprehensive,40000 Kms,Automatic,2021.0,13.96 kmpl,6 Speed,Delhi
Hatchback,1,2022,₹ 7.25 Lakh,Petrol,Third Party insurance,10000 Kms,Manual,2019.0,20.7 kmpl,5-Speed,Delhi
SUV,1,2022,₹ 10.30 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2018.0,17.03 kmpl,5 Speed,Delhi
Sedan,1,2017,₹ 6.50 Lakh,Diesel,Third Party insurance,70000 Kms,Manual,2017.0,28.09 kmpl,5 Speed,Delhi
Hatchback,1,2014,₹ 4.50 Lakh,Petrol,Comprehensive,14000 Kms,Automatic,2020.0,18.9 kmpl,4 Speed,Delhi
SUV,1,2019,₹ 6.89 Lakh,Diesel,Third Party insurance,39500 Kms,Manual,2023.0,21.7 kmpl,5 Speed,Delhi
Sedan,1,2018,₹ 12.50 Lakh,Petrol,Zero Dep,64213 Kms,Manual,2016.0,16.7 kmpl,6 Speed,Delhi
Hatchback,2,2021,₹ 3.10 Lakh,Petrol,Comprehensive,20000 Kms,Manual,2011.0,22.05 kmpl,5 Speed,Delhi
SUV,1,2019,₹ 12 Lakh,Petrol,Comprehensive,60000 Kms,Manual,2022.0,16.5 kmpl,6-Speed,Delhi
Pickup Trucks,1,2018,₹ 12.80 Lakh,Diesel,Zero Dep,120000 Kms,Manual,2018.0,12.4 kmpl,5 Speed,Delhi
Hatchback,2,2017,₹ 4.52 Lakh,Petrol,Third Party,48768 Kms,Manual,2017.0,18.9 kmpl,5 Speed,Delhi
Hatchback,2,2020,₹ 4.04 Lakh,Petrol,Comprehensive,91970 Kms,Manual,2015.0,25.24 kmpl,5-Speed,Delhi
SUV,1,2023,₹ 20.25 Lakh,Petrol,Zero Dep,7100 Kms,Automatic,2020.0,17.9 kmpl,7 Speed DCT,Delhi
Hatchback,1,2016,₹ 4.73 Lakh,Petrol,Comprehensive,34936 Kms,Manual,2020.0,21.4 kmpl,5 Speed,Delhi
Hatchback,3,2011,₹ 2.52 Lakh,Petrol,Comprehensive,64071 Kms,Manual,2019.0,16.7 kmpl,5 Speed,Delhi
SUV,1,2022,₹ 9.50 Lakh,Petrol,Comprehensive,10000 Kms,Manual,2012.0,16.5 kmpl,5 Speed,Delhi
Hatchback,1,2018,₹ 6.33 Lakh,Petrol,Comprehensive,60443 Kms,Automatic,2012.0,21.4 kmpl,CVT,Delhi
Sedan,1,2017,₹ 8.75 Lakh,Petrol,Third Party insurance,56000 Kms,Automatic,2022.0,18 kmpl,5 Speed CVT,Delhi
Hatchback,2,2015,₹ 4.13 Lakh,Petrol,Third Party insurance,10056 Kms,Manual,2022.0,22.38 kmpl,5-Speed,Delhi
Sedan,1,2020,₹ 11 Lakh,Petrol,Third Party insurance,13000 Kms,Manual,2015.0,17.4 kmpl,5 Speed,Delhi
SUV,1,2020,₹ 12.50 Lakh,Diesel,Comprehensive,80000 Kms,Manual,2020.0,,6-speed,Delhi
SUV,1,2019,₹ 41.50 Lakh,Diesel,Third Party insurance,53000 Kms,Automatic,2022.0,15.68 kmpl,9 Speed,Delhi
SUV,2,2012,₹ 6.50 Lakh,Petrol,Third Party insurance,110000 Kms,Manual,2016.0,10.4 kmpl,5 Speed,Delhi
Hatchback,1,2012,₹ 3 Lakh,Petrol,Third Party insurance,60000 Kms,Manual,2016.0,18.9 kmpl,5 Speed,Delhi
Sedan,1,2022,₹ 57 Lakh,Petrol,Comprehensive,22000 Kms,Automatic,2017.0,16.9 kmpl,9G TRONIC,Delhi
Hatchback,1,2022,₹ 7.13 Lakh,Petrol,Third Party insurance,30000 Kms,Manual,2022.0,22.38 kmpl,5-Speed,Delhi
SUV,2,2015,₹ 5.15 Lakh,Petrol,Comprehensive,90000 Kms,Automatic,2017.0,15.63 kmpl,6 Speed,Delhi
Hatchback,1,2020,₹ 6 Lakh,Petrol,Comprehensive,50000 Kms,Manual,2020.0,21.01 kmpl,5 Speed,Delhi
SUV,1,2022,₹ 20.90 Lakh,Diesel,Comprehensive,22000 Kms,Automatic,2022.0,14.6 kmpl,6-Speed,Delhi
